r1_c1,5.0
r1_c2,4.0
r1_c5,4.0
r1_c6,4.0
r1_c10,4.0
r1_c13,3.0
r1_c15,1.0
r1_c16,5.0
r1_c17,4.0
r1_c18,5.0
r1_c20,3.0
r1_c21,5.0
r1_c23,5.0
r1_c25,5.0
r1_c26,3.0
r1_c38,5.0
r1_c41,4.0
r1_c42,5.0
r1_c43,5.0
r1_c44,4.0
r1_c45,5.0
r1_c49,2.0
r1_c54,4.0
r1_c56,4.0
r1_c57,5.0
r1_c58,5.0
r1_c59,2.0
r1_c62,2.0
r1_c63,3.0
r1_c64,4.0
r1_c65,3.0
r1_c66,3.0
r1_c67,3.0
r1_c70,4.0
r1_c72,4.0
r1_c73,2.0
r1_c75,4.0
r1_c77,5.0
r1_c79,4.0
r1_c81,4.0
r1_c82,4.0
r1_c83,4.0
r1_c84,2.0
r1_c89,5.0
r1_c92,4.0
r1_c93,5.0
r1_c94,4.0
r1_c95,5.0
r1_c96,5.0
r1_c97,4.0
r1_c99,4.0
r1_c101,3.0
r1_c102,3.0
r1_c106,4.0
r1_c108,4.0
r1_c109,4.0
r1_c117,4.0
r1_c120,4.0
r1_c121,4.0
r1_c124,3.0
r1_c125,4.0
r1_c128,4.0
r1_c130,5.0
r1_c131,4.0
r1_c134,5.0
r1_c137,3.0
r1_c138,4.0
r1_c141,3.0
r1_c144,4.0
r1_c145,3.0
r1_c148,4.0
r1_c150,4.0
r1_c151,5.0
r1_c157,5.0
r1_c158,4.0
r1_c160,4.0
r1_c162,4.0
r1_c168,5.0
r1_c174,3.0
r1_c177,3.0
r1_c178,4.0
r1_c181,3.0
r1_c182,4.0
r1_c184,4.0
r1_c189,5.0
r1_c193,4.0
r1_c194,4.0
r1_c198,4.0
r1_c199,1.0
r1_c200,5.0
r1_c201,3.0
r1_c202,3.0
r1_c203,3.0
r1_c204,2.0
r1_c209,5.0
r1_c210,5.0
r1_c213,2.0
r1_c216,4.0
r1_c222,4.0
r1_c223,4.0
r1_c230,5.0
r1_c231,3.0
r1_c232,4.0
r1_c234,3.0
r1_c235,4.0
r1_c242,4.0
r1_c243,4.0
r1_c244,4.0
r1_c246,4.0
r1_c247,4.0
r1_c248,3.0
r1_c249,4.0
r1_c250,4.0
r1_c251,4.0
r1_c252,5.0
r1_c253,5.0
r1_c254,3.0
r1_c256,5.0
r1_c262,3.0
r1_c263,5.0
r1_c265,5.0
r1_c268,3.0
r1_c271,3.0
r1_c274,4.0
r1_c275,4.0
r1_c276,5.0
r1_c277,4.0
r1_c279,3.0
r1_c280,4.0
r1_c286,4.0
r1_c287,5.0
r1_c289,3.0
r1_c290,5.0
r1_c291,5.0
r1_c292,4.0
r1_c293,2.0
r1_c294,5.0
r1_c295,4.0
r1_c296,5.0
r1_c297,3.0
r1_c298,5.0
r1_c299,3.0
r1_c301,4.0
r1_c303,5.0
r1_c305,5.0
r1_c307,5.0
r1_c308,4.0
r1_c311,4.0
r1_c312,5.0
r1_c313,4.0
r1_c314,5.0
r1_c320,3.0
r1_c322,2.0
r1_c324,5.0
r1_c325,2.0
r1_c326,3.0
r1_c327,4.0
r1_c330,5.0
r1_c331,1.0
r1_c332,4.0
r1_c336,3.0
